APR_HOM_TO;APR_MUJ_TO;REP_HOM_TO;REP_MUJ_TO;RET_HOM_TO;RET_MUJ_TO
97;110;5;1;0;0
40;24;5;0;3;2
3;1;0;0;0;0
135;123;1;0;1;0
315;304;20;7;0;0
31;24;6;3;0;0
3;12;3;2;9;6
8;4;0;0;0;0
4;1;0;1;0;0
24;27;1;1;0;0
10;8;4;5;1;0
220;196;12;6;1;1
0;0;0;0;0;0
16;9;0;1;0;0
24;15;0;0;10;9
3;5;1;0;0;0
1;5;0;1;0;0
210;252;39;23;5;7
159;150;1;1;0;0
28;22;0;1;0;0
222;338;6;9;0;0
25;19;1;0;0;0
13;22;0;0;0;0
36;35;0;0;0;0
35;39;0;0;0;0
192;304;31;33;12;9
106;94;3;2;0;0
114;94;7;3;5;0
5;4;4;5;1;0
36;53;6;3;23;19
265;228;4;1;0;0
16;22;1;2;5;2
242;233;4;4;0;0
0;0;0;0;0;0
101;85;9;5;1;0
21;1;1;0;3;0
8;9;0;0;0;0
12;12;3;2;10;1
92;81;3;3;1;0
23;16;9;5;7;2
49;42;4;2;2;0
124;105;1;0;0;0
0;0;0;0;1;1
70;71;0;1;0;0
9;14;2;5;7;6
151;116;5;1;0;0
1;2;0;0;2;0
10;2;10;1;2;1
28;20;0;0;0;0
13;11;4;1;0;0
195;181;3;1;4;1
27;17;0;2;0;0
44;45;0;0;0;0
34;27;0;0;0;0
5;10;0;3;2;1
105;100;3;2;0;3
174;203;3;1;1;1
29;25;2;1;2;0
49;25;2;0;1;0
112;95;12;4;1;1
13;16;0;1;0;0
30;28;1;1;0;0
48;39;7;2;1;0
14;7;0;0;22;17
64;52;12;5;5;1
213;198;18;5;0;0
37;46;1;1;0;0
22;32;36;37;22;14
41;45;1;0;1;0
127;109;0;2;0;0
146;115;4;0;2;1
35;43;1;3;1;1
83;56;14;6;3;6
120;96;0;0;0;1
10;9;3;1;4;4
6;2;1;1;3;1
115;127;1;0;0;0
9;9;0;0;0;0
0;9;0;1;0;0
266;309;8;4;1;1
13;13;2;0;0;0
96;69;1;0;1;0
20;20;2;1;0;0
33;37;2;0;1;0
9;11;1;0;0;0
34;33;3;1;0;0
2;1;0;0;0;0
7;17;4;0;4;5
27;8;0;0;1;0
82;96;0;0;0;0
120;123;4;4;0;0
0;1;0;0;0;1
40;53;3;3;0;0
74;60;2;1;1;2
79;61;2;0;0;0
13;16;0;2;1;0
25;18;0;1;0;0
203;175;18;3;0;1
22;24;1;0;2;0
134;124;11;8;31;16
10;5;2;0;0;0
156;150;13;11;3;0
240;255;5;0;1;2
5;4;3;1;0;0
72;54;4;0;3;0
11;16;0;0;0;0
5;5;2;1;0;0
16;12;0;0;0;2
0;0;0;0;0;0
17;13;3;2;5;3
67;68;1;1;0;0
30;37;33;23;15;7
118;109;4;0;0;0
9;10;0;0;0;0
57;62;3;2;0;0
194;131;7;2;3;1
4;8;2;1;3;2
92;74;4;1;0;0
104;71;1;0;1;1
136;133;51;40;65;48
109;69;3;2;0;0
96;63;2;2;1;1
78;74;3;2;0;0
3;7;0;0;0;0
15;11;0;0;0;0
245;273;30;10;0;0
19;21;2;4;1;0
41;22;0;1;0;0
5;0;0;0;31;1
260;235;7;1;0;0
0;0;0;0;4;2
3;14;1;3;8;6
15;8;1;0;0;0
308;384;12;13;1;0
17;19;0;0;0;0
31;34;0;0;0;0
15;10;7;6;4;3
192;150;4;5;0;1
54;85;0;0;0;1
14;6;1;0;10;2
152;143;19;10;1;2
9;3;0;0;7;6
4;4;3;5;1;0
3;11;0;1;0;0
60;47;5;1;0;0
67;50;8;2;0;0
12;12;0;1;0;0
186;168;15;7;1;0
9;5;0;0;0;0
198;0;9;0;1;0
126;110;0;0;2;0
9;3;0;0;0;0
81;73;3;1;1;1
20;12;4;2;7;0
134;0;1;0;1;0
44;50;5;0;6;5
71;79;7;5;0;0
34;59;4;5;25;16
7;9;1;0;0;0
11;4;2;0;1;0
52;82;51;37;15;37
100;126;11;8;1;0
82;82;23;12;12;7
39;69;13;2;14;8
4;4;2;1;3;1
193;131;14;4;2;2
52;37;18;1;2;2
302;271;13;8;8;2
0;3;1;0;0;0
4;3;0;0;3;1
53;52;0;2;2;0
4;17;3;15;2;9
57;107;11;41;10;11
50;62;21;21;8;19
114;86;2;2;2;3
21;19;1;1;2;0
22;10;12;16;0;0
9;39;16;19;15;13
158;116;28;10;50;36
15;7;0;0;3;1
28;26;3;1;0;0
5;5;1;0;2;0
34;22;0;0;0;1
0;0;0;0;0;0
15;13;0;0;0;0
75;64;1;0;0;1
120;96;0;0;8;10
97;88;2;1;0;0
8;1;0;0;2;0
8;2;1;1;5;2
40;49;0;0;1;0
49;19;1;0;3;0
185;200;12;10;0;1
219;192;2;0;0;0
52;71;15;7;6;7
0;0;0;0;1;0
190;106;4;1;1;0
2;1;0;0;0;1
156;157;1;0;1;0
93;76;5;10;2;6
23;3;0;0;1;0
14;43;0;0;0;1
114;108;2;1;0;0
95;91;2;1;0;0
30;13;3;2;4;0
3;2;1;0;0;0
11;11;1;0;0;0
58;96;15;6;6;4
10;9;1;0;0;0
12;15;3;3;15;12
2;1;0;0;0;0
3;2;0;0;0;1
0;0;0;0;1;3
80;101;20;9;1;3
4;19;0;2;0;0
71;56;8;0;1;1
6;0;1;0;3;0
7;5;0;0;0;0
154;142;2;1;0;0
6;2;0;0;0;0
17;14;4;3;0;0
28;2;2;0;0;0
5;3;0;0;0;0
5;6;0;2;0;0
199;208;35;12;5;0
41;32;3;1;1;0
18;20;0;0;0;0
44;99;9;9;1;4
117;96;13;5;4;3
2;4;0;0;0;0
98;110;0;1;1;0
9;6;0;1;0;0
4;2;3;0;0;0
55;3;0;0;0;0
3;3;0;0;0;0
195;221;0;0;0;0
113;69;13;5;6;4
8;6;1;1;0;0
11;20;2;1;1;3
8;7;0;0;0;0
124;136;1;0;0;1
22;24;1;1;4;0
9;8;0;0;0;0
112;115;5;0;0;0
11;12;0;0;0;0
49;50;2;0;1;0
6;9;0;1;0;0
98;91;1;1;2;0
3;0;0;0;0;0
13;16;0;0;1;0
11;13;2;0;0;0
38;39;0;0;1;2
97;133;77;33;43;41
41;62;16;8;8;18
4;3;0;0;0;0
315;346;6;5;1;1
333;338;18;16;0;0
1;2;0;0;0;0
113;90;6;1;6;4
96;85;6;4;0;1
8;1;0;0;0;0
155;133;9;3;1;0
25;31;1;0;0;1
2;2;0;0;0;1
124;130;2;2;0;0
7;4;0;0;0;0
78;69;8;3;6;2
28;29;1;1;0;0
26;26;0;0;1;0
85;58;0;0;0;1
90;106;1;0;0;0
19;13;2;0;0;0
99;133;13;8;1;3
8;5;0;0;1;0
241;254;6;3;0;0
163;164;3;5;0;1
16;13;0;0;0;0
134;137;0;3;0;0
86;72;2;0;0;1
27;28;1;0;0;1
77;55;5;4;0;1
115;108;0;0;0;0
6;3;0;0;0;0
108;88;9;4;0;0
42;19;4;3;1;2
5;5;1;1;0;0
0;88;0;14;0;5
94;90;7;1;0;3
215;147;2;1;1;0
23;69;10;9;6;4
99;74;0;2;0;0
0;0;0;0;0;2
10;14;0;0;1;0
4;5;0;0;0;0
0;2;0;0;0;0
180;203;57;39;90;76
98;68;3;2;1;0
29;29;9;11;9;9
160;179;19;7;0;0
5;11;0;1;0;0
32;35;6;2;0;1
74;97;2;3;0;1
112;105;1;2;1;0
36;30;1;0;1;0
72;44;3;0;3;0
117;110;1;1;0;0
16;9;2;0;1;0
209;161;21;4;1;0
8;9;0;0;0;0
56;35;3;1;2;1
5;9;0;0;0;0
7;4;1;0;0;0
218;361;4;7;0;3
11;12;0;0;0;0
118;108;14;6;3;1
148;122;6;4;0;0
120;138;2;2;0;0
108;92;0;0;0;0
45;32;0;0;0;1
136;116;5;5;1;0
18;20;0;0;0;0
79;45;1;0;3;2
35;33;3;0;2;0
228;191;5;2;1;5
20;11;4;1;0;0
92;117;29;22;35;48
60;64;1;1;1;0
10;9;0;1;0;0
10;13;5;0;6;3
83;59;3;0;2;0
5;6;0;0;0;0
53;61;35;30;15;17
83;120;0;0;0;1
78;86;9;21;29;24
276;318;12;0;0;2
51;44;1;0;0;0
254;262;8;3;1;0
60;53;14;5;3;2
47;32;1;1;0;1
403;377;49;20;4;8
59;49;3;1;0;0
16;21;8;0;4;0
38;34;4;0;0;0
260;233;11;6;0;0
11;10;1;0;0;0
105;102;6;6;2;0
60;57;2;1;1;1
730;685;17;8;1;3
466;560;37;34;2;2
84;71;1;1;0;0
48;55;9;3;1;0
5;3;1;0;2;0
8;2;1;3;5;1
82;76;3;3;1;0
9;11;0;0;0;0
15;16;1;2;0;0
75;73;0;3;0;0
139;72;3;2;1;0
140;138;13;2;1;1
114;115;21;14;10;6
0;0;0;0;0;0
66;66;3;4;0;0
45;69;5;5;33;31
0;0;0;0;1;1
40;47;24;16;34;29
57;83;0;0;0;0
16;8;7;0;9;5
4;3;0;0;0;0
160;101;4;7;5;1
41;29;6;0;0;0
122;161;29;23;17;10
109;109;1;0;0;0
78;64;8;6;0;0
245;265;5;15;0;1
37;41;11;7;24;20
35;36;8;9;2;2
7;8;0;1;0;0
27;17;4;0;0;0
11;22;8;7;8;6
125;105;11;4;4;2
10;11;2;0;19;11
333;327;24;15;3;3
14;14;0;0;1;0
316;325;2;1;0;1
223;150;6;1;3;0
91;128;5;3;0;0
271;244;1;2;1;0
65;76;2;3;0;0
9;4;0;0;0;0
19;26;5;2;2;1
108;145;36;36;18;18
12;8;1;0;3;0
14;21;4;5;10;8
124;95;1;0;0;0
10;4;0;0;0;2
3;10;0;1;0;1
3;7;3;4;1;2
23;13;1;0;6;5
220;236;13;8;0;2
23;17;2;0;0;0
147;137;0;0;0;1
5;7;2;1;0;0
264;262;8;6;1;0
118;137;7;6;0;0
29;20;1;0;0;0
217;284;14;9;0;1
111;81;14;8;3;1
53;37;1;0;0;0
41;36;7;3;1;0
3;2;0;0;0;0
97;91;4;0;0;0
39;73;7;8;7;4
98;104;4;0;0;0
20;21;2;3;0;0
146;103;3;3;1;0
103;109;3;2;1;0
61;77;13;5;0;0
17;9;0;0;0;0
28;22;0;0;0;0
99;98;4;2;4;4
10;15;2;0;0;0
149;138;10;3;0;0
20;27;8;5;11;8
43;45;0;0;0;0
103;0;40;0;73;0
132;94;0;0;0;0
0;0;0;0;0;0
6;4;4;1;0;1
70;1;36;1;74;7
10;3;1;1;6;4
12;1;0;0;0;0
28;19;3;0;0;0
114;120;8;6;9;7
14;11;0;0;0;0
81;73;3;4;0;0
101;112;13;3;0;0
47;57;1;0;0;0
62;62;8;13;4;9
25;32;0;0;0;0
31;35;0;1;0;0
59;61;8;2;4;4
0;0;0;0;3;1
22;17;1;3;1;0
155;142;21;12;3;2
236;241;4;2;2;1
6;8;0;0;0;0
207;181;4;3;9;5
205;180;6;4;1;0
0;0;0;0;0;0
202;235;15;7;0;2
16;14;1;0;0;0
28;16;7;2;0;1
61;63;1;0;0;0
68;65;1;4;0;1
34;44;0;0;0;0
8;24;0;0;0;0
22;17;1;0;0;0
41;58;2;2;2;2
35;31;0;0;0;0
95;125;1;5;1;1
46;25;1;6;0;2
80;81;9;3;6;4
17;20;19;18;6;11
379;391;27;17;1;0
54;66;5;6;0;1
7;8;0;0;0;0
249;222;2;3;0;0
125;135;2;4;1;0
237;229;8;1;1;0
206;183;16;5;3;2
1;2;0;0;0;0
1;1;0;0;4;1
182;170;9;8;1;3
237;230;4;4;1;1
0;0;0;0;0;0
196;181;23;16;2;1
286;273;14;10;0;3
119;124;16;10;0;0
35;71;12;12;51;45
65;57;4;0;0;0
13;10;2;4;7;2
10;10;6;1;5;10
61;54;2;0;0;0
18;2;3;2;5;5
77;39;4;2;1;0
223;250;10;8;0;0
109;114;1;1;1;1
169;150;2;1;6;0
319;414;4;7;1;1
100;92;4;3;2;0
285;239;4;1;0;1
93;100;1;0;0;0
76;99;7;9;2;0
150;90;2;1;0;1
110;105;1;1;0;1
2;0;0;0;0;0
3;5;0;0;0;0
158;162;5;5;0;0
574;0;14;0;3;0
9;5;1;0;8;4
11;3;2;0;1;0
123;97;2;0;3;2
2;1;0;0;0;1
123;107;6;3;1;0
205;169;10;5;11;6
86;45;7;1;2;0
106;85;12;11;1;5
256;281;19;13;2;3
176;149;0;0;2;0
332;372;6;7;0;0
238;181;12;2;1;1
124;136;3;3;0;1
175;96;5;7;1;0
307;301;2;11;3;0
128;165;9;5;3;0
163;148;9;4;2;2
100;84;10;13;0;2
224;221;15;6;0;0
193;218;10;6;0;0
15;71;2;4;3;12
321;307;15;20;3;10
193;95;30;17;16;13
169;135;23;10;9;12
97;2;2;0;2;0
109;78;0;0;0;1
0;3;0;0;0;0
166;152;9;2;0;2
47;30;15;7;12;11
336;284;24;11;10;4
200;272;12;9;5;3
1017;274;30;4;6;0
231;231;20;19;3;4
91;79;7;7;0;1
127;88;1;0;2;1
52;23;2;1;0;0
111;116;4;4;1;5
56;53;2;0;0;0
0;18;0;0;0;1
182;159;11;10;2;2
401;396;56;40;32;19
234;253;7;7;4;3
48;20;1;3;2;1
12;8;0;0;1;0
573;430;52;21;39;33
625;704;49;32;2;5
515;503;2;0;1;1
174;137;2;3;2;2
312;312;12;13;0;0
83;100;0;0;2;2
281;268;55;24;41;27
432;436;0;0;8;11
48;19;1;0;0;0
304;332;2;1;0;0
198;160;12;3;0;0
94;67;0;0;5;1
132;134;1;1;0;0
1;0;0;1;4;1
172;139;0;0;0;1
154;238;1;0;0;0
77;47;1;2;0;1
60;32;5;4;1;2
86;108;0;1;0;0
105;116;4;3;0;0
968;1013;47;30;8;9
23;41;3;4;0;2
181;222;16;13;0;0
77;94;2;0;1;1
114;97;2;1;2;1
50;54;20;15;54;44
70;69;2;3;2;0
262;283;3;2;1;0
119;127;0;0;1;0
221;213;18;8;10;3
263;276;10;8;1;3
102;70;7;0;4;3
76;101;0;0;0;0
151;154;8;3;1;3
133;151;1;1;0;1
30;22;0;0;1;0
63;44;0;1;1;0
128;151;3;4;1;0
31;47;3;4;1;1
490;469;24;17;1;0
19;14;29;12;10;3
54;70;5;0;1;0
3;6;0;0;0;2
347;328;11;3;0;0
134;94;2;1;0;0
128;134;0;0;0;0
93;40;2;2;1;1
181;185;3;4;0;0
29;27;0;0;8;4
80;71;1;5;1;0
372;341;23;13;2;0
424;427;28;22;1;3
100;74;1;1;0;1
84;98;1;0;0;0
214;204;12;7;0;0
115;71;12;1;1;3
26;9;0;0;1;0
112;143;0;0;0;1
119;113;1;1;0;1
44;21;0;1;4;0
61;40;16;0;2;0
95;77;12;4;1;1
320;345;10;9;0;1
675;0;7;0;5;0
121;106;4;1;1;0
92;124;0;0;0;0
244;179;15;4;14;2
172;149;3;2;0;0
222;203;21;14;8;13
0;0;0;0;0;1
21;21;1;0;0;0
107;74;52;18;76;41
72;65;2;0;0;0
344;266;14;8;0;0
240;225;1;2;0;0
244;218;16;1;3;0
275;222;11;7;4;1
169;193;2;1;0;2
97;74;2;0;0;0
245;260;27;16;11;10
623;585;38;25;13;8
156;129;12;14;1;1
206;112;4;5;5;4
275;260;15;6;15;9
312;294;20;5;1;0
414;475;20;19;2;4
377;350;57;24;8;6
223;235;69;56;11;9
97;60;14;9;12;14
153;160;6;3;0;0
167;136;30;20;64;32
39;41;0;0;0;0
95;99;12;4;1;2
210;0;313;0;98;0
4;5;1;0;0;0
15;18;3;2;0;1
90;85;2;0;0;0
306;251;4;3;6;2
14;6;5;1;10;1
148;156;3;0;0;0
0;201;0;10;0;0
51;30;9;2;3;1
45;24;0;0;1;0
7;7;2;0;0;0
508;462;0;1;2;0
136;153;1;2;0;0
34;19;1;0;1;0
155;160;29;10;24;16
186;162;10;6;4;9
134;214;0;0;0;0
65;63;4;1;0;0
906;972;22;17;10;9
0;5;0;0;0;0
529;0;39;0;0;0
87;70;10;2;3;4
178;194;7;2;0;2
234;208;9;9;1;5
145;143;3;5;1;1
138;105;5;5;1;0
96;63;1;1;1;0
583;695;15;7;2;2
226;219;1;0;0;0
311;376;0;0;1;1
342;352;21;10;4;4
77;68;0;0;3;0
266;209;8;3;9;4
168;187;0;0;0;0
132;167;7;2;1;0
111;117;6;4;0;0
215;190;13;8;5;1
194;200;32;16;18;11
482;401;4;8;0;0
353;320;33;13;21;6
108;123;11;5;3;1
227;214;16;8;5;8
303;277;4;5;2;1
82;81;6;8;1;0
156;155;7;5;1;0
112;103;0;0;0;0
50;37;9;6;0;0
236;268;3;0;0;0
238;240;32;16;5;1
182;209;7;7;1;0
239;283;25;11;2;1
123;124;21;15;7;11
261;232;23;26;7;10
112;97;0;1;1;0
152;100;13;4;3;2
290;296;2;1;1;0
251;189;20;16;11;3
695;687;9;8;0;5
158;189;38;29;15;9
79;93;0;0;0;0
560;474;14;4;2;5
255;270;3;0;0;1
241;234;44;24;7;0
30;38;5;1;0;0
328;395;3;1;2;3
22;13;1;0;7;3
52;27;0;0;2;0
293;246;19;6;5;1
145;167;11;9;4;0
90;95;7;6;2;2
741;775;0;1;5;4
28;29;6;2;1;0
240;247;8;10;1;2
251;225;5;4;1;1
69;30;1;0;0;0
50;26;2;2;1;0
363;281;9;10;5;9
234;296;8;11;0;0
120;85;21;7;1;2
35;11;9;2;6;0
54;47;3;1;0;0
477;281;25;3;8;3
749;764;73;56;5;2
150;99;20;8;0;1
50;28;7;4;5;3
38;65;3;4;0;0
23;9;4;1;7;2
390;401;11;8;2;3
78;75;0;1;5;5
104;44;1;0;2;0
346;340;2;3;4;1
466;512;14;9;2;2
83;32;8;3;3;1
63;70;1;0;1;0
145;163;4;0;0;0
131;163;0;0;0;0
17;21;4;4;9;3
47;36;4;0;4;0
463;482;0;0;3;1
423;446;16;15;2;0
175;133;5;2;1;0
349;378;35;24;5;5
142;110;3;0;1;1
0;0;0;0;0;0
117;111;11;12;9;5
187;104;19;10;5;3
102;92;18;7;1;1
104;88;7;4;1;1
164;123;0;0;1;0
49;34;0;0;3;0
51;36;17;4;25;13
0;0;0;0;0;0
256;274;15;10;3;2
382;334;20;13;13;10
182;158;31;20;2;0
38;35;4;0;0;0
111;49;11;1;7;6
210;160;12;5;18;15
132;133;1;4;0;0
146;123;4;4;0;0
547;659;9;4;3;2
116;64;1;2;1;0
290;310;9;6;3;5
417;447;2;1;1;0
9;13;0;0;3;4
150;105;2;1;0;0
0;0;0;0;8;11
8;4;3;0;2;0
12;12;3;1;9;6
13;12;0;0;2;1
4;4;2;0;1;3
1;4;0;1;5;4
569;592;15;7;3;0
319;307;12;1;2;1
162;149;8;13;1;4
116;116;1;1;0;0
289;329;3;1;0;0
69;32;1;1;1;0
310;284;30;19;2;0
66;50;5;2;1;0
13;29;1;1;8;10
26;22;9;1;24;8
197;234;15;3;0;0
121;126;2;2;0;0
52;22;12;10;28;11
289;252;4;3;1;0
0;662;0;2;0;0
215;256;2;7;0;0
400;366;5;6;1;0
24;19;15;1;1;2
26;29;4;3;3;3
135;129;7;3;1;1
144;100;0;1;3;0
11;6;4;1;11;7
149;105;44;29;65;39
69;57;6;5;6;0
161;135;0;0;2;0
198;168;14;6;1;2
97;88;7;1;1;0
455;495;4;1;1;0
76;57;12;7;8;7
155;136;2;2;1;0
95;68;3;2;0;1
69;36;8;10;20;16
106;99;14;10;18;14
114;102;5;3;7;0
209;187;3;1;1;2
310;271;17;4;8;3
220;170;13;5;8;1
92;113;4;2;0;0
240;225;31;18;7;8
4;3;2;0;4;2
301;333;20;17;4;5
169;158;4;1;1;0
310;302;1;0;0;1
63;37;2;0;3;5
138;137;8;5;0;0
139;129;0;2;0;0
106;86;2;0;0;0
17;11;6;4;9;11
244;232;3;0;0;0
69;29;10;4;2;0
207;182;10;1;2;0
292;254;3;0;4;1
222;222;4;2;1;1
172;191;9;4;6;2
294;328;20;11;2;1
93;85;2;1;0;0
108;78;6;1;4;2
43;31;14;6;13;17
117;81;9;6;3;1
183;173;4;2;0;0
345;317;11;3;1;0
468;470;4;2;0;0
1008;1079;31;18;3;2
311;397;16;13;0;0
133;136;8;7;0;0
552;535;28;10;12;3
639;602;5;6;0;2
94;111;25;7;1;1
81;93;6;6;3;2
115;108;3;4;2;0
237;238;12;12;0;0
333;342;10;10;1;1
656;0;10;0;3;0
77;70;4;2;0;1
268;248;17;21;2;1
225;197;28;8;7;6
193;137;21;7;3;4
100;94;2;1;1;1
75;50;10;1;2;0
340;351;5;4;0;0
543;473;22;26;1;2
143;123;4;2;1;1
74;67;2;0;2;0
242;235;7;2;0;0
121;92;14;7;1;2
200;183;0;0;0;0
95;89;0;0;2;1
103;100;6;2;3;7
276;249;15;8;1;0
334;149;8;10;55;33
516;482;9;11;1;0
150;137;5;6;0;1
53;23;1;0;0;1
118;92;9;2;4;4
25;9;2;2;2;1
271;274;21;10;0;1
440;465;1;2;1;2
125;138;2;0;2;1
266;212;2;1;1;1
141;122;5;2;0;0
154;158;3;2;0;1
127;131;8;6;5;2
467;441;10;5;2;2
204;141;0;1;0;0
77;70;2;0;1;0
344;265;19;10;10;14
371;316;6;7;1;0
61;77;37;44;77;61
78;79;16;13;57;41
12;15;5;8;8;5
94;157;3;1;0;0
243;200;7;5;0;0
190;360;6;1;1;1
39;16;4;2;0;0
14;17;1;2;11;8
301;365;7;14;0;1
431;389;25;29;2;5
0;75;0;41;0;18
100;54;4;8;3;1
151;151;2;0;1;0
121;140;7;9;9;14
279;311;22;15;1;3
127;180;1;1;0;0
429;405;23;11;4;6
5;18;1;0;2;5
204;150;0;2;7;6
409;376;35;16;2;2
261;281;60;40;8;3
165;180;4;1;0;1
243;265;0;1;0;0
396;472;26;21;2;1
104;68;7;4;0;0
293;286;36;19;1;1
167;165;9;2;1;3
295;206;17;8;1;3
150;176;1;3;2;2
359;314;4;3;1;1
258;252;9;5;2;3
28;31;6;3;3;2
43;17;6;0;8;10
181;212;10;6;3;1
541;470;64;44;8;3
130;125;7;3;0;2
111;68;4;0;4;3
90;93;3;1;1;0
305;338;40;37;2;2
220;232;29;20;7;11
143;136;2;0;1;0
86;94;5;0;0;0
127;104;34;20;9;4
7;6;0;0;6;5
158;97;6;4;0;2
221;245;4;1;0;1
77;79;7;2;0;0
29;26;0;0;6;3
181;127;0;1;0;0
355;652;67;91;7;8
111;85;3;0;0;0
628;660;1;0;2;0
0;0;0;0;3;3
665;622;0;2;0;0
63;45;5;5;0;2
218;212;1;1;2;1
23;29;9;7;5;3
129;107;5;4;0;0
260;408;2;4;1;1
308;331;10;8;1;1
36;10;1;1;1;0
141;91;9;4;1;2
49;33;0;0;0;1
107;115;9;3;0;0
110;192;2;1;0;0
221;379;7;2;0;0
170;101;11;4;0;0
202;181;13;8;5;5
266;227;5;1;1;0
228;235;10;5;0;0
305;292;7;3;0;0
333;290;14;4;4;1
216;191;47;32;9;9
70;33;0;0;1;2
137;188;4;1;1;4
94;104;6;2;0;0
276;212;5;2;4;2
374;436;32;18;5;3
88;39;2;0;2;0
227;282;3;5;2;1
28;44;30;9;39;38
308;343;0;1;0;0
241;238;3;1;1;0
814;0;16;0;4;0
539;575;14;7;0;1
14;15;8;4;12;10
15;9;2;5;3;7
150;123;11;5;5;1
113;115;0;0;0;1
219;282;1;1;0;4
929;950;33;24;4;4
198;255;5;4;0;2
3;1;9;2;0;0
20;9;4;1;16;7
592;551;39;16;3;0
112;59;6;4;4;2
467;0;2;0;4;0
128;89;41;22;70;19
436;467;8;8;3;0
470;480;4;1;1;2
131;161;9;2;2;3
172;137;1;1;0;0
332;291;10;5;2;1
217;236;19;12;1;0
173;192;8;4;0;1
93;88;8;4;1;1
64;46;9;3;1;0
115;142;1;0;0;0
82;85;17;11;12;7
401;380;5;3;1;1
122;98;4;0;0;0
4;5;0;0;1;3
120;72;5;3;1;0
780;712;93;66;488;329
15;10;2;0;2;2
244;173;14;9;8;4
190;145;0;0;0;1
81;65;1;0;0;0
299;303;1;0;1;0
83;57;0;3;0;0
145;131;2;1;1;0
40;19;2;0;0;0
69;61;1;0;0;0
69;75;0;0;0;0
60;38;1;0;1;1
257;251;1;1;1;1
119;120;33;20;2;2
234;180;17;7;1;1
145;128;21;8;0;3
245;333;9;6;0;9
29;33;6;3;0;2
90;149;0;0;1;0
213;204;9;1;0;0
63;54;12;8;37;27
2;3;3;2;2;1
299;312;3;0;1;0
297;292;4;2;0;0
103;109;0;1;0;0
328;340;13;10;1;0
112;98;14;7;4;4
115;94;9;5;3;3
141;164;2;2;0;0
71;53;2;1;2;0
251;259;36;23;0;1
139;138;5;2;1;0
150;157;13;3;1;1
478;376;12;8;3;1
294;342;11;9;6;0
89;81;0;0;0;0
20;7;0;0;0;0
262;296;18;20;2;0
7;8;5;1;13;9
121;111;3;2;0;0
265;246;27;24;5;2
1;9;2;8;4;8
114;58;6;3;2;0
88;98;6;2;1;0
18;14;0;0;0;0
12;25;4;2;13;9
146;118;9;2;0;0
79;48;2;0;0;3
1;1;0;0;2;2
325;275;17;16;4;2
486;569;31;24;1;7
107;161;1;1;1;0
50;41;6;2;0;2
171;172;12;7;0;0
51;56;21;11;58;33
68;46;8;2;15;14
63;75;39;21;27;8
113;95;16;3;0;1
499;448;4;2;2;2
216;245;0;0;0;1
193;111;9;6;13;6
976;859;22;10;0;2
406;506;7;4;2;1
120;144;5;1;1;1
195;188;8;4;0;3
57;35;10;4;2;0
153;174;5;1;0;0
72;55;3;6;1;1
10;3;0;0;2;1
168;174;5;4;1;2
29;28;7;2;6;11
208;208;5;2;0;1
147;103;0;0;22;18
34;34;12;2;24;9
547;570;28;14;0;1
306;343;10;1;2;1
5;4;2;3;7;8
206;208;20;5;6;3
45;33;0;2;0;0
95;107;1;0;0;0
145;142;1;1;0;0
192;181;11;5;5;3
356;335;10;8;2;1
5;5;0;3;4;7
355;462;17;7;1;1
11;9;9;4;5;2
14;36;1;4;13;14
78;30;19;8;10;9
8;13;2;1;9;2
135;120;8;2;0;1
18;10;5;4;0;0
127;110;7;3;0;1
24;33;4;0;26;25
175;115;0;0;7;5
303;262;15;13;2;2
1;8;1;0;7;2
70;76;29;15;39;18
209;209;5;3;1;0
143;123;2;2;0;0
353;349;4;1;1;2
141;154;11;20;0;0
76;45;10;6;19;13
276;258;7;3;1;1
343;339;15;8;2;0
107;45;3;0;0;1
0;0;0;0;1;2
49;32;2;2;2;0
259;180;3;2;3;1
30;14;0;0;0;0
470;465;9;2;3;0
100;98;0;0;2;1
156;162;2;2;0;0
13;6;0;0;5;5
50;47;7;6;3;3
158;129;2;1;2;0
126;119;34;10;1;2
251;290;1;3;1;1
103;84;9;8;7;5
109;95;5;3;2;1
125;93;22;13;1;3
151;138;11;5;24;14
33;13;1;0;1;1
160;113;1;0;4;1
47;83;12;6;55;23
57;54;2;3;0;0
46;30;2;0;0;0
274;275;23;11;3;3
64;54;10;4;1;2
13;6;3;3;3;3
133;137;14;10;11;6
24;19;10;5;18;14
118;110;2;4;0;0
113;92;16;10;4;0
258;211;0;0;0;0
93;68;6;7;0;0
128;116;9;1;1;0
128;138;9;6;1;0
122;96;7;3;0;1
99;116;33;18;1;4
138;127;16;14;2;3
23;18;8;0;0;0
595;573;12;6;2;2
242;263;4;2;1;0
321;299;12;7;0;0
125;129;2;2;0;0
314;361;11;5;1;2
166;130;11;13;8;2
97;56;4;1;1;1
57;81;53;26;8;13
71;65;10;2;2;5
137;226;9;14;4;4
149;127;5;9;0;2
93;53;2;0;0;1
55;30;1;1;0;0
70;46;16;20;4;3
64;47;2;2;0;0
28;32;0;0;0;0
282;240;2;1;2;3
115;84;3;11;3;3
61;49;1;0;1;1
26;32;8;4;34;43
444;422;1;2;6;5
114;121;2;0;2;1
112;80;2;2;4;1
101;95;5;6;2;2
209;181;0;0;1;0
489;464;12;5;0;0
586;501;10;5;2;1
177;129;5;1;0;0
93;93;8;2;54;28
279;286;4;4;3;3
129;153;2;0;0;0
294;254;2;1;1;2
