APR_HOM_TO;APR_MUJ_TO;REP_HOM_TO;REP_MUJ_TO;RET_HOM_TO;RET_MUJ_TO
8;9;5;2;17;6
169;138;22;10;4;3
165;114;6;3;0;1
177;134;76;36;119;79
210;187;5;2;0;0
48;61;0;0;0;0
3;2;0;0;0;0
163;177;3;2;0;0
5;6;0;0;0;0
37;50;1;1;2;1
3;0;0;0;0;0
343;275;22;6;0;0
51;39;11;3;1;2
48;63;4;6;2;3
21;9;0;0;0;0
38;22;12;5;33;19
6;6;0;0;0;0
164;137;1;1;0;0
2;1;0;0;0;0
59;47;9;2;4;1
320;378;15;5;0;0
22;26;0;0;0;0
22;18;13;2;0;2
141;128;6;4;0;0
43;27;2;2;0;0
95;86;3;4;2;0
4;6;0;0;0;0
4;0;2;0;2;0
122;116;9;5;2;5
33;15;2;1;1;0
250;239;12;6;0;0
6;10;2;0;0;0
21;15;0;2;0;0
17;2;0;0;2;0
78;56;4;4;1;1
4;2;0;1;0;0
11;4;0;0;0;0
11;6;0;0;0;0
2;0;0;0;0;0
70;50;1;0;0;0
15;10;0;1;0;0
20;14;0;0;0;0
29;0;1;0;14;0
2;9;0;0;0;0
4;4;0;0;1;0
5;5;0;0;0;0
3;3;0;0;0;0
31;28;1;0;2;1
2;3;0;0;0;0
93;83;13;13;3;1
62;83;13;8;2;1
0;2;0;0;0;0
65;41;8;2;5;1
51;39;0;0;0;1
1;2;0;0;0;0
434;432;8;1;1;0
136;124;6;1;1;1
36;24;0;0;2;1
191;201;3;5;0;2
96;86;15;12;4;3
136;142;18;15;2;0
260;264;7;7;0;0
108;121;0;0;2;0
130;113;4;7;0;0
350;328;20;10;5;1
257;258;2;3;0;0
30;28;2;0;0;0
180;176;24;13;3;3
92;69;4;2;7;5
388;255;7;1;2;0
125;162;6;5;3;2
48;39;0;0;0;3
82;60;7;5;2;1
191;175;9;5;1;2
72;56;6;1;0;1
108;103;9;3;2;2
78;62;4;2;2;1
3;24;0;0;0;0
94;49;0;0;17;11
411;398;3;0;1;3
115;114;0;0;2;2
305;324;13;3;5;0
401;376;31;14;5;5
98;59;14;6;6;1
146;129;3;0;1;2
105;107;13;6;4;0
145;154;5;1;0;1
48;31;4;0;4;1
89;77;2;2;0;1
0;36;0;12;0;8
205;239;9;11;6;2
69;48;6;2;2;0
69;0;26;0;117;0
71;25;0;1;1;0
245;226;19;5;11;9
265;221;11;6;1;1
538;86;154;19;96;10
149;152;9;0;0;0
157;176;16;11;2;2
110;76;15;7;8;12
116;95;1;0;0;1
236;220;7;3;0;0
61;37;7;7;3;0
141;143;3;0;2;0
105;88;1;1;0;0
110;126;8;6;0;5
269;252;5;4;5;0
252;223;1;0;1;1
90;54;20;3;0;1
218;0;9;0;23;0
132;115;1;4;0;0
29;15;2;1;7;7
218;215;2;1;0;0
160;119;4;4;1;0
132;115;2;6;7;7
106;138;8;5;5;5
4;2;0;0;2;2
13;17;0;0;1;1
180;159;6;4;2;3
117;58;11;6;3;2
154;205;7;8;0;0
290;287;26;18;4;1
249;230;9;10;2;1
187;194;21;13;1;1
128;125;7;0;2;0
77;77;1;1;0;1
128;114;16;4;1;3
5;2;0;0;0;0
376;431;1;1;2;3
296;299;17;14;0;0
558;490;0;0;1;6
228;147;2;2;5;3
432;468;19;17;2;0
92;115;13;10;6;7
479;439;6;5;10;0
133;153;14;9;2;2
229;192;10;4;1;2
71;65;14;2;6;3
239;282;7;9;1;1
138;133;5;1;0;0
20;76;4;10;3;8
43;12;4;0;2;0
347;361;5;1;0;0
5;1;1;0;0;0
302;255;16;8;1;0
93;99;1;2;0;1
92;56;9;2;8;1
163;165;1;2;1;2
0;153;0;2;0;1
124;160;4;2;0;1
167;179;9;3;0;1
132;164;0;0;0;0
939;45;39;2;31;1
174;0;0;0;3;0
182;227;4;4;0;1
16;21;1;3;14;12
144;144;2;0;0;0
87;42;0;1;3;3
222;223;5;3;0;1
22;22;0;0;2;1
726;97;30;5;8;0
183;219;0;0;1;1
2;3;0;0;0;0
57;49;1;2;0;0
378;403;13;9;7;6
267;293;24;15;0;0
243;227;5;3;7;2
250;221;18;10;8;4
130;135;10;3;0;0
79;77;0;0;9;6
363;357;0;2;1;2
283;173;2;1;5;3
109;127;7;4;5;3
108;75;5;4;2;0
158;147;7;3;1;0
189;180;13;2;17;7
146;108;19;22;3;1
106;115;7;8;16;16
131;94;21;6;1;1
290;292;21;6;1;2
91;56;4;2;11;3
101;89;0;0;0;0
6;8;9;8;0;0
46;0;1;0;3;0
80;82;1;3;1;1
165;90;8;3;8;2
77;79;4;4;0;1
49;36;4;2;2;0
112;119;6;3;0;1
14;15;1;0;1;3
125;127;12;4;1;2
19;26;0;0;0;0
15;7;1;0;0;0
57;28;1;1;2;1
13;9;0;0;0;0
254;300;48;45;6;7
301;307;17;12;2;4
44;11;1;1;0;0
26;26;6;2;6;2
117;74;0;1;0;1
144;132;7;3;1;4
56;43;7;7;1;2
131;102;11;10;10;5
249;249;5;1;1;0
191;179;8;8;7;9
605;496;53;21;9;7
16;7;2;0;0;0
133;126;7;2;3;5
204;230;1;2;2;1
28;17;1;0;0;2
53;43;1;0;4;1
191;198;5;0;0;0
4;3;0;0;0;0
79;87;1;5;1;0
148;103;7;2;1;0
142;134;3;1;1;0
167;151;11;6;1;0
0;0;0;0;8;8
101;116;13;7;1;1
108;109;10;4;2;0
109;111;4;4;2;2
116;90;3;1;2;0
104;91;1;0;1;1
87;63;14;8;9;7
257;221;11;15;3;5
60;103;3;4;0;0
117;113;0;0;0;1
161;174;2;2;0;3
91;94;7;3;4;2
254;219;4;4;0;0
117;108;5;4;3;0
295;290;11;11;1;2
429;421;23;14;10;3
147;121;14;7;6;7
111;91;5;1;1;0
18;23;4;1;4;2
396;435;21;15;2;1
30;24;1;0;1;0
77;70;4;1;4;3
1;3;0;0;0;0
1;0;0;0;0;0
0;0;0;0;0;0
2;3;0;0;0;0
471;462;22;8;6;7
726;826;12;13;4;4
675;735;8;0;4;1
144;153;1;6;3;1
79;66;8;2;2;0
310;341;1;0;1;4
115;83;5;12;8;6
247;255;8;1;1;1
259;269;0;1;2;0
173;168;8;7;2;1
151;138;24;18;8;2
300;355;16;11;0;2
214;232;4;5;4;0
415;397;4;3;1;2
143;236;25;18;11;9
337;329;7;10;10;4
130;120;8;2;9;13
210;184;29;18;3;1
140;130;10;6;4;6
66;39;0;0;2;1
226;230;5;5;2;0
164;148;5;0;3;1
322;326;9;7;2;0
202;250;17;9;3;1
353;307;11;11;0;0
210;185;16;6;14;4
151;129;0;0;3;5
19;11;4;3;3;0
105;87;3;3;6;0
1;2;0;0;0;0
456;554;5;4;1;0
1;0;0;0;1;0
382;451;0;2;1;0
440;0;5;0;1;0
400;415;0;0;2;2
164;50;8;9;7;1
239;222;19;10;12;6
87;59;3;2;4;0
18;16;5;0;1;0
487;466;8;6;1;4
148;102;1;3;2;0
160;4;29;0;51;5
98;44;4;2;4;1
143;188;5;4;3;3
140;132;16;10;19;19
285;262;33;16;8;2
289;308;13;13;2;0
167;185;5;2;2;0
361;323;9;10;11;4
139;87;5;2;2;0
250;198;35;18;7;3
43;56;5;9;1;0
93;0;33;0;69;0
186;160;6;6;1;2
102;156;1;0;1;0
32;23;2;0;0;1
328;374;3;1;11;3
317;256;10;9;11;5
342;90;37;14;96;30
5;27;2;12;8;11
11;20;0;0;0;1
212;183;10;4;8;7
92;79;0;0;2;3
19;0;10;0;21;0
70;67;0;0;0;0
62;56;2;2;0;1
161;115;3;2;6;2
26;26;3;1;4;1
14;13;10;12;6;6
77;64;0;1;0;0
275;272;7;2;0;0
245;178;4;1;0;2
0;335;0;18;0;2
576;522;13;3;10;3
196;188;12;17;4;3
71;26;2;0;2;2
38;1;2;0;10;0
215;206;1;0;0;0
236;462;24;33;11;22
159;161;6;3;0;0
49;33;3;3;6;8
145;125;43;29;35;16
309;291;22;19;7;8
310;361;0;0;0;0
266;229;21;12;2;3
426;361;18;15;17;16
9;10;0;2;0;0
152;161;2;2;0;0
233;209;1;4;1;1
278;268;0;3;0;0
68;96;6;4;9;7
205;255;1;0;1;1
111;93;5;1;0;2
336;378;9;8;2;1
45;32;14;12;23;14
165;148;6;4;5;1
91;101;0;0;0;0
90;58;19;3;3;2
222;226;1;0;7;11
682;656;33;24;4;6
214;184;3;1;1;2
401;0;2;0;0;0
452;381;34;12;22;12
445;340;4;6;3;1
189;190;5;2;0;0
114;76;14;6;31;22
436;412;11;14;16;12
482;535;15;12;2;1
407;377;16;6;2;2
12;0;1;0;3;0
55;22;5;2;2;2
322;300;5;3;2;0
241;270;3;3;2;0
144;125;6;2;2;1
301;260;10;10;4;8
0;16;0;4;0;0
394;349;21;15;0;0
3;2;0;0;0;0
209;221;0;0;0;1
246;275;35;9;3;0
88;101;2;3;1;0
5;2;1;3;2;0
21;29;6;0;1;0
166;146;6;3;1;2
5;4;0;0;1;1
157;146;7;2;0;5
244;228;4;0;2;1
148;97;6;2;3;0
140;142;7;7;0;2
38;36;20;8;41;29
68;0;2;0;2;0
117;93;1;2;1;0
285;253;10;11;4;5
34;28;5;0;0;0
390;293;20;9;8;4
206;199;3;5;5;2
180;133;26;11;26;16
197;185;5;1;1;4
148;100;0;0;0;4
231;192;19;7;4;3
95;120;3;2;0;0
184;181;2;1;0;1
5;5;0;1;1;3
342;261;10;7;0;0
232;272;0;0;2;1
11;5;1;0;6;2
53;102;0;2;0;0
102;109;0;2;0;0
26;29;5;11;18;18
9;1;0;0;0;1
2;0;0;0;0;0
99;100;4;2;0;0
130;129;3;1;2;1
117;129;22;16;3;5
2;1;0;0;1;0
89;89;0;0;0;0
6;2;0;0;0;0
3;2;0;0;0;0
445;467;10;6;2;0
159;168;1;2;0;2
32;36;3;1;0;0
190;240;3;0;0;0
89;37;11;4;2;0
112;107;1;1;0;0
81;43;9;2;7;2
0;2;0;0;0;0
76;77;10;6;2;2
48;24;2;0;0;0
229;267;10;7;1;1
97;120;14;2;2;2
254;289;4;0;1;0
59;59;1;1;0;0
265;253;9;8;1;1
3;2;0;1;0;0
5;5;0;0;0;0
2;1;0;0;0;0
126;128;2;7;0;0
261;251;7;5;0;1
6;0;0;0;0;0
22;7;0;1;1;0
15;8;0;0;0;0
11;0;0;0;0;0
97;108;2;2;1;1
242;207;42;31;3;1
177;186;1;1;0;1
86;53;2;2;0;0
114;78;12;6;1;5
25;15;3;2;0;0
60;56;10;9;16;7
106;98;1;3;1;2
117;118;2;1;0;0
28;21;0;1;0;0
83;40;2;2;1;0
60;41;4;0;2;1
218;246;0;0;4;0
23;9;0;0;0;0
142;159;7;2;0;0
364;317;6;3;0;3
26;33;2;2;1;2
240;258;8;6;0;0
310;271;6;4;2;0
2;0;1;0;5;1
138;149;21;7;5;1
346;292;33;14;1;2
7;7;0;1;5;1
125;110;1;3;0;0
107;83;17;18;4;3
270;247;17;17;2;1
259;210;8;4;3;3
259;267;6;4;1;0
212;194;14;13;1;0
106;108;14;4;1;1
10;10;16;4;10;4
99;68;5;0;0;0
109;130;13;8;9;3
160;121;10;8;0;1
146;155;7;3;0;0
30;11;1;2;6;5
71;52;3;2;0;0
13;5;0;2;10;7
203;171;7;5;2;0
166;140;19;12;3;1
119;156;4;0;0;0
86;81;0;1;0;0
73;48;2;0;0;2
37;61;2;3;2;3
25;37;0;0;0;0
99;98;10;4;2;1
44;65;2;2;0;0
94;85;7;3;0;0
160;146;2;3;2;0
41;34;3;1;0;0
24;10;0;1;0;0
177;174;1;0;1;0
137;131;5;2;0;0
0;26;0;3;0;3
7;3;0;0;0;0
50;31;0;0;0;0
23;30;2;1;2;1
1;6;7;4;7;1
439;442;49;30;2;2
114;78;12;8;1;0
129;82;12;8;4;1
20;15;10;15;8;4
103;10;31;2;32;6
150;120;7;9;1;3
260;292;24;12;0;0
190;169;5;2;1;1
64;68;9;8;3;0
4;1;3;0;7;3
196;118;7;7;1;1
160;90;8;3;1;0
179;162;0;1;1;0
204;166;4;2;1;3
138;114;10;6;2;4
107;63;7;1;1;0
420;404;41;22;2;4
29;16;0;1;0;0
59;42;8;2;7;2
41;39;9;3;29;14
318;291;15;6;1;0
149;163;1;5;1;1
163;140;3;2;0;0
92;75;4;2;0;0
20;27;1;0;1;0
101;97;2;0;1;0
68;37;3;2;1;0
5;3;7;2;0;0
119;120;9;3;4;0
37;21;4;0;1;0
124;119;12;7;1;0
61;33;1;0;1;0
0;193;0;2;0;0
0;0;0;0;2;2
77;72;1;0;3;0
111;119;0;0;1;0
136;99;5;5;0;0
112;124;0;0;0;0
118;241;2;11;0;0
166;148;3;1;0;1
7;7;0;0;0;1
152;137;2;3;1;1
10;7;16;15;7;9
84;97;2;0;0;0
131;193;0;0;0;0
114;135;3;3;0;0
90;58;1;0;1;0
74;107;1;1;0;0
77;58;1;2;0;0
35;14;2;0;1;0
510;546;2;6;0;0
74;31;2;0;3;0
79;81;3;2;0;0
347;321;1;1;4;4
73;117;2;5;6;7
18;17;2;0;1;0
288;303;9;4;0;0
112;101;3;5;0;0
501;604;9;5;1;1
284;366;3;0;0;1
73;52;6;0;11;0
67;63;6;5;0;0
42;26;6;4;7;6
172;189;23;9;3;0
146;102;4;4;0;0
260;277;8;6;2;1
93;70;0;0;0;0
180;126;1;0;0;0
39;42;1;0;1;1
72;94;0;1;1;0
159;147;11;10;5;1
76;34;66;6;25;7
217;231;2;0;0;0
49;61;4;0;0;1
169;141;13;9;2;0
19;32;7;5;20;16
83;74;0;0;10;9
117;44;0;0;0;1
153;130;2;0;0;1
287;287;1;1;0;0
8;8;6;8;2;3
83;60;4;2;1;1
88;86;1;1;1;0
4;4;8;11;2;0
14;4;0;0;0;0
127;114;5;1;0;1
22;12;0;0;21;18
117;105;12;6;33;22
135;156;2;1;2;1
7;5;10;5;1;3
46;252;19;46;3;28
119;79;0;0;1;1
227;230;8;2;0;1
117;91;4;7;0;0
165;100;4;0;2;1
12;7;0;1;8;8
77;80;2;0;0;0
227;0;0;0;0;0
84;103;1;1;1;1
101;105;0;1;1;2
288;286;3;4;0;1
102;89;2;1;0;0
14;14;3;1;1;0
93;85;13;16;1;2
288;319;6;3;0;1
4;8;0;0;27;24
42;24;1;0;4;0
299;332;13;6;2;1
6;8;2;2;4;1
229;215;5;3;2;0
23;25;1;1;0;0
83;95;1;1;1;1
149;120;1;2;0;0
121;104;1;0;1;0
264;223;0;0;0;1
117;46;5;0;1;1
141;139;2;0;0;0
162;186;36;47;62;78
72;38;5;1;0;0
17;17;4;5;6;1
182;181;5;6;2;0
93;88;14;3;12;12
90;95;3;1;0;0
158;94;5;3;2;0
20;13;1;1;2;1
84;91;6;3;0;0
5;6;0;0;10;10
116;78;3;3;1;0
127;102;1;0;0;1
66;73;1;1;0;1
78;53;0;0;0;0
114;108;6;4;1;0
296;248;24;9;0;1
60;41;4;0;0;0
291;289;6;2;0;2
63;0;37;0;29;0
222;242;1;1;0;1
102;105;1;0;0;0
33;19;4;0;0;0
38;62;32;28;5;9
66;43;5;5;0;0
15;7;0;0;5;0
287;319;20;15;1;0
89;85;5;3;0;0
85;65;10;4;1;0
108;137;14;9;2;1
75;72;4;0;0;0
87;82;2;1;0;1
68;57;19;14;18;24
37;15;1;0;2;0
75;68;1;3;2;0
233;302;4;7;2;0
100;80;5;4;1;0
140;151;8;2;1;0
237;271;15;1;3;1
96;110;6;5;1;1
0;0;0;0;45;20
98;100;12;2;1;2
115;103;3;2;1;1
311;326;18;3;3;0
172;177;1;0;0;0
293;317;6;3;2;1
148;136;5;3;0;0
8;12;2;1;6;4
127;124;3;2;1;5
122;152;25;13;1;2
57;14;5;0;2;1
42;33;7;3;1;0
103;82;12;10;1;2
18;11;2;0;2;0
38;26;0;0;0;0
93;96;4;1;0;0
108;87;1;2;0;0
91;65;1;3;2;2
12;3;4;0;3;0
122;140;0;0;0;0
114;123;27;12;27;22
141;88;2;0;0;0
262;268;7;3;0;0
233;314;21;12;2;2
125;132;1;2;1;0
141;147;3;0;1;3
123;110;1;0;0;1
104;121;0;0;0;0
116;121;10;2;0;0
281;349;9;1;2;1
185;95;4;3;0;0
94;92;4;2;0;0
254;0;37;0;4;0
39;38;37;19;28;23
122;146;2;0;0;0
114;124;21;9;1;1
144;127;4;1;16;5
185;168;2;1;0;3
165;148;1;0;1;0
228;221;10;7;1;0
72;59;2;3;2;1
165;161;0;0;3;0
158;152;7;9;4;2
53;75;31;19;17;22
115;101;0;0;0;0
12;12;5;1;1;2
247;209;6;0;1;1
122;123;9;9;0;0
93;68;9;5;2;0
82;77;7;4;3;0
21;42;5;1;2;1
94;85;4;5;1;1
41;42;0;0;0;0
21;7;2;1;6;9
45;41;2;4;2;0
566;495;25;12;5;1
22;21;0;1;1;0
100;119;6;0;0;0
181;213;5;3;2;1
320;332;1;3;0;1
93;73;1;0;0;0
111;93;8;7;1;1
16;13;1;0;3;0
97;90;14;6;5;2
163;145;1;1;2;0
61;0;32;0;24;0
133;121;0;0;2;1
131;104;0;0;0;0
193;293;3;1;2;0
98;112;4;1;1;1
195;230;0;1;2;0
149;122;9;9;2;0
212;244;0;0;1;2
66;73;0;0;0;2
91;94;0;0;0;0
121;130;6;1;2;2
101;99;0;0;2;2
74;80;0;0;0;0
254;243;14;5;1;2
184;210;3;0;3;1
1;2;0;0;0;0
145;166;15;5;5;0
60;52;10;3;0;2
10;4;11;5;0;0
76;98;2;0;0;0
106;119;0;2;0;0
98;98;37;12;20;11
162;135;0;0;0;0
92;57;11;7;0;2
98;108;10;3;1;0
129;127;1;0;0;0
183;135;16;6;2;1
168;180;1;0;2;1
235;252;9;1;0;0
95;79;1;1;0;0
173;164;11;2;1;0
250;288;6;2;1;0
375;329;16;14;1;2
1;4;0;0;0;0
148;126;8;9;0;0
124;99;0;1;0;0
344;324;4;0;0;0
162;150;1;1;0;0
108;139;2;2;2;0
148;130;5;4;1;0
91;72;6;3;3;1
495;525;45;38;7;4
128;76;6;2;3;0
219;264;12;14;2;1
277;213;6;5;0;0
255;476;0;3;0;1
20;8;11;6;4;4
14;6;10;6;4;3
202;188;15;5;0;0
88;63;1;1;0;0
118;154;2;0;0;0
112;126;3;0;0;0
233;260;5;4;0;0
265;269;5;5;0;0
100;90;4;0;3;0
46;37;2;2;0;1
88;84;14;8;22;13
70;99;4;2;0;0
7;6;2;3;4;4
215;226;7;3;1;1
253;257;35;17;1;4
117;110;0;2;2;2
145;157;6;3;0;0
212;249;8;1;0;0
167;149;9;4;0;0
221;218;30;18;0;0
100;61;22;7;20;12
146;117;5;0;16;6
4;3;4;3;4;2
86;60;5;4;0;1
119;105;0;0;6;7
11;7;3;1;10;8
131;119;10;5;1;0
3;0;4;0;4;0
75;84;0;1;0;0
146;150;4;1;0;3
86;66;5;2;21;14
169;149;6;2;0;0
18;3;0;0;2;2
0;13;0;2;0;1
106;73;12;5;5;2
22;19;0;0;1;0
287;276;13;3;0;1
129;109;2;2;0;0
194;163;15;16;4;1
79;65;6;6;1;1
167;152;11;1;6;0
92;78;5;4;0;0
202;185;1;0;0;0
334;330;11;5;4;2
174;208;8;5;2;1
114;113;3;1;2;1
101;77;8;3;0;1
48;60;9;4;1;0
420;48;32;5;5;1
91;70;22;7;32;16
126;128;1;1;1;0
31;26;0;0;0;0
43;32;3;1;0;0
272;266;20;8;0;1
142;123;33;20;36;28
375;376;8;6;2;2
69;140;1;1;0;1
27;27;4;2;0;0
168;133;1;1;0;0
278;226;6;3;3;1
121;90;0;0;0;0
17;8;0;0;4;0
52;59;5;1;3;0
414;576;29;16;8;15
310;261;15;9;2;1
346;304;26;12;1;0
0;673;0;9;0;3
109;61;1;3;0;0
226;169;8;5;8;7
121;122;2;1;0;0
1;0;1;0;1;0
54;32;1;0;0;0
8;2;14;6;1;3
41;33;23;18;17;6
110;121;23;20;2;2
113;70;31;11;13;13
8;5;10;7;1;1
29;10;4;6;6;4
325;357;46;24;13;4
250;202;2;0;1;1
113;93;5;2;0;0
127;124;0;0;0;0
114;132;1;2;0;0
167;181;7;2;0;0
159;183;2;0;0;1
122;102;1;1;2;1
73;55;4;1;1;1
148;91;4;0;1;1
199;171;2;1;0;0
141;125;6;3;3;0
117;119;11;8;0;0
259;218;8;4;2;1
128;108;1;1;1;0
22;14;2;1;5;2
171;141;17;6;1;1
72;34;5;2;9;6
95;55;7;2;0;0
144;107;12;5;0;0
286;249;1;0;0;0
135;120;10;4;3;3
7;3;0;0;0;0
98;95;3;4;1;3
88;21;5;0;7;4
152;157;4;2;0;0
104;108;10;5;1;2
186;154;8;2;0;0
0;3;0;0;0;0
275;298;0;0;0;0
198;555;4;6;3;4
48;44;0;0;1;0
7;12;1;1;0;0
142;140;7;2;0;0
126;141;2;6;0;1
346;339;4;3;0;0
39;37;3;2;0;1
128;140;6;6;0;0
73;56;5;1;0;0
87;98;1;0;0;0
335;316;1;3;0;0
92;79;0;0;0;0
81;74;12;5;5;5
105;77;5;2;0;0
20;5;8;3;6;4
14;7;2;1;2;8
114;82;8;1;3;7
324;306;15;6;2;2
124;146;0;0;0;0
127;143;8;5;3;2
180;132;15;3;2;0
136;125;4;4;0;0
114;116;9;8;3;1
9;1;0;1;14;12
7;6;0;1;0;0
214;217;1;0;1;0
45;35;0;0;1;1
297;221;2;4;2;1
70;77;0;0;1;1
99;100;4;2;0;0
4;4;2;1;6;1
3;1;0;0;5;2
7;7;0;1;5;3
240;192;4;2;1;1
14;13;1;3;3;0
170;153;11;7;2;0
13;5;1;0;0;0
101;68;4;1;2;5
150;127;0;0;3;0
14;12;4;1;0;1
14;9;2;1;0;0
25;28;0;0;0;0
185;126;6;8;1;0
40;40;0;1;0;0
14;17;6;6;6;14
133;82;7;4;0;1
86;57;1;1;0;0
18;18;1;0;2;0
108;125;4;1;0;0
113;87;2;0;4;10
35;19;4;1;0;0
6;0;3;1;2;1
62;64;0;0;0;0
47;39;0;0;1;0
11;8;0;0;1;0
1;2;2;0;0;0
48;31;4;5;1;0
93;71;4;2;0;1
24;0;26;0;21;0
46;38;1;1;1;0
73;90;2;0;0;1
62;48;4;4;0;0
9;5;2;1;2;4
45;38;1;1;1;0
46;36;1;2;1;0
3;12;0;0;0;0
13;12;0;0;0;2
39;38;11;8;31;19
9;19;0;0;0;0
13;2;0;0;0;0
20;10;0;0;0;0
20;28;12;10;12;16
40;18;4;2;31;23
176;173;0;0;1;0
64;52;0;0;2;0
13;9;3;6;9;7
21;12;9;1;6;5
11;0;4;0;3;0
151;147;5;3;3;6
15;15;2;0;0;0
7;5;2;2;0;1
66;42;0;0;0;1
76;91;13;12;76;66
56;27;3;2;2;1
12;9;1;0;2;1
17;7;0;0;1;0
18;33;7;16;6;9
53;33;7;3;0;0
39;47;5;2;27;23
105;102;2;1;1;0
18;22;1;2;1;0
25;15;1;0;2;0
97;0;64;0;55;0
16;33;0;1;0;0
8;13;3;1;0;2
71;63;0;0;2;1
10;13;0;0;1;0
127;120;3;0;0;0
123;97;4;4;7;3
10;4;0;0;0;0
23;16;1;0;0;0
24;22;3;1;0;1
31;22;0;0;2;0
67;58;4;1;0;0
29;27;5;7;0;0
10;8;0;0;2;8
73;59;0;0;0;0
723;695;15;7;0;1
52;33;5;2;0;0
343;301;4;1;0;1
377;319;2;2;7;4
166;149;3;3;1;0
101;88;1;0;0;0
517;435;32;16;0;0
7;3;0;0;1;0
106;100;13;4;2;1
2;2;0;0;0;0
3;4;0;0;0;0
66;37;1;0;1;1
251;241;12;5;0;0
149;179;3;3;0;0
38;26;10;11;15;20
0;1;1;0;0;0
301;368;22;15;1;1
31;13;0;1;1;0
108;92;1;2;1;0
100;93;1;0;0;0
165;167;3;0;0;1
288;355;3;6;1;1
125;98;7;5;1;1
186;167;5;2;0;0
115;123;0;0;0;0
196;174;8;7;4;1
132;94;16;2;7;1
208;201;17;8;4;4
132;125;33;25;38;28
159;181;2;1;0;1
110;123;2;1;0;0
76;80;7;3;1;0
5;3;0;0;0;0
3;6;0;0;0;0
26;16;3;0;6;0
150;168;0;0;0;0
199;202;4;0;0;0
4;2;4;0;3;0
124;122;2;0;1;0
138;142;1;1;0;0
101;89;4;3;2;1
98;105;7;3;1;0
118;111;6;1;0;0
72;61;3;0;1;1
93;76;7;5;0;0
21;16;2;0;0;0
79;0;1;0;0;0
200;245;12;11;2;2
58;53;8;4;14;14
26;29;2;4;0;0
56;52;1;0;0;0
64;61;7;2;0;0
293;322;8;6;0;0
11;25;1;4;0;1
258;275;31;5;0;0
144;111;9;4;1;1
75;77;3;4;0;2
130;126;5;3;6;1
192;191;11;5;1;1
126;187;1;3;0;1
158;201;36;26;11;5
101;119;2;1;0;0
659;584;14;6;2;2
3;13;0;2;1;2
132;91;164;98;107;93
95;99;2;1;0;2
7;7;2;0;3;1
288;270;1;0;1;0
9;6;13;5;6;5
368;289;5;2;2;1
156;160;1;0;1;0
234;205;10;11;0;0
121;135;4;2;0;0
24;65;0;0;0;1
51;65;2;1;0;0
183;210;9;8;0;0
136;120;30;12;55;21
260;218;4;5;0;0
42;23;7;8;1;6
46;21;10;1;51;9
244;294;26;19;0;3
6;4;4;0;3;4
95;86;1;1;0;0
96;100;13;11;0;0
123;130;6;0;0;0
98;183;7;13;2;2
157;208;0;6;0;0
404;432;8;11;4;3
184;98;7;3;1;0
158;146;5;2;0;0
227;257;2;1;0;0
319;301;14;8;0;1
118;94;36;20;58;25
2;2;0;0;1;0
1;9;8;3;0;0
152;139;4;3;0;0
20;38;1;2;0;0
129;120;6;1;2;2
70;70;2;0;0;0
366;359;17;10;2;0
131;121;1;2;0;0
273;211;18;7;5;2
133;109;0;1;0;0
151;163;6;0;0;0
219;171;3;4;0;0
92;58;1;0;0;0
305;335;2;4;0;0
323;279;9;3;0;1
386;378;33;20;4;3
237;203;35;9;1;1
338;313;10;4;0;2
275;307;10;5;0;0
97;130;14;11;0;5
122;105;8;0;2;1
75;83;3;2;0;0
96;110;5;1;0;1
189;208;0;0;0;0
100;142;14;9;1;2
129;120;4;0;0;2
334;337;5;2;0;1
10;11;3;0;6;2
43;30;5;4;0;0
138;141;7;3;0;0
119;133;10;6;0;0
99;82;6;2;1;2
13;29;4;2;16;24
363;329;8;7;2;3
319;314;10;2;2;0
29;35;1;2;1;2
165;116;3;2;0;1
90;57;2;0;2;2
11;5;2;1;7;6
78;55;0;0;1;1
199;171;0;0;1;0
17;43;0;0;0;1
137;109;0;0;1;0
102;68;9;9;1;0
43;79;13;5;3;1
53;71;16;18;34;21
171;140;0;1;0;0
157;164;1;1;1;0
141;165;0;1;1;0
433;483;6;7;3;2
102;106;13;3;1;0
0;0;0;0;3;4
217;186;4;0;1;0
146;135;17;8;4;2
113;114;3;1;0;0
97;85;1;1;0;0
197;191;24;15;0;0
134;111;8;10;0;0
171;136;16;14;1;1
319;248;14;5;1;1
41;41;2;2;0;0
68;55;6;5;0;0
268;257;8;2;0;1
10;7;2;0;0;1
215;216;5;1;0;0
141;122;2;3;1;0
100;104;2;0;0;0
20;22;2;0;0;0
155;128;27;10;17;12
91;80;9;0;2;0
282;275;10;4;1;0
129;99;10;5;54;47
102;111;8;6;1;1
18;0;17;0;28;2
66;70;2;0;1;1
155;114;5;6;1;5
5;5;0;0;0;0
13;42;0;0;0;0
9;18;0;0;0;0
257;235;3;1;0;0
6;9;0;0;0;0
46;64;0;0;1;0
7;6;1;0;0;0
125;121;0;0;0;0
89;82;4;0;1;0
67;66;14;3;0;0
11;16;3;2;0;0
102;99;2;1;0;2
6;8;0;0;0;0
9;15;1;0;0;1
113;109;1;0;0;1
5;10;0;0;4;2
51;39;9;1;1;0
7;7;0;0;0;0
272;316;2;0;3;0
15;7;5;2;1;0
124;108;1;1;0;1
7;4;0;0;0;0
65;49;1;0;2;1
13;12;3;3;1;0
68;53;0;0;0;1
78;86;5;3;0;0
146;140;2;2;0;0
